trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 1.0}",20,14,-7.250765657224542,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
2,False,"{'a': 0.6, 'e': 0.99}",20,0,-73.80039481670448,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
3,False,"{'a': 0.6, 'e': 0.9801}",20,0,-96.92341949133005,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
4,False,"{'a': 0.6, 'e': 0.970299}",20,0,-88.50156099097156,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
5,False,"{'a': 0.6, 'e': 0.96059601}",25,0,-134.45886616393904,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
6,False,"{'a': 0.6, 'e': 0.9509900498999999}",25,0,-87.59921814449578,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
7,False,"{'a': 0.6, 'e': 0.941480149401}",25,0,-180.93570349324153,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
8,False,"{'a': 0.6, 'e': 0.9320653479069899}",25,0,-86.38019553286897,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
9,False,"{'a': 0.6, 'e': 0.9227446944279201}",30,0,-115.34764350858836,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
10,False,"{'a': 0.6, 'e': 0.9135172474836408}",20,0,-164.2614458269839,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
11,False,"{'a': 0.6, 'e': 0.9043820750088044}",25,4,-118.45045880330335,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 2}",1
12,False,"{'a': 0.6, 'e': 0.8953382542587164}",20,0,-140.2828713664334,"{0: 9, 1: 4, 2: 3, 3: 3, 4: 1}",0
13,False,"{'a': 0.6, 'e': 0.8863848717161292}",20,0,-93.32157129765542,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
14,False,"{'a': 0.6, 'e': 0.8775210229989678}",20,0,-123.86985376087148,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
15,False,"{'a': 0.6, 'e': 0.8687458127689782}",25,0,-84.0455697771365,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
16,False,"{'a': 0.6, 'e': 0.8600583546412884}",20,0,-68.71295581771618,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
17,False,"{'a': 0.6, 'e': 0.8514577710948755}",25,0,-117.31057029041601,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
18,False,"{'a': 0.6, 'e': 0.8429431933839268}",30,0,-207.01572342916657,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
19,False,"{'a': 0.6, 'e': 0.8345137614500875}",20,0,-79.91270336123232,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.8261686238355866}",20,5,-125.03312514815961,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 3}",1
21,False,"{'a': 0.6, 'e': 0.8179069375972308}",25,0,-36.490471682322095,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
22,False,"{'a': 0.6, 'e': 0.8097278682212584}",20,0,-54.83293018576758,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
23,False,"{'a': 0.6, 'e': 0.8016305895390459}",20,0,-0.37409506480819377,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
24,False,"{'a': 0.6, 'e': 0.7936142836436554}",20,0,-61.790480864209194,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
25,False,"{'a': 0.6, 'e': 0.7856781408072188}",20,14,-3.4503427095281722,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.6, 'e': 0.7778213593991467}",30,0,-109.0096777400984,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
27,False,"{'a': 0.6, 'e': 0.7700431458051551}",30,0,-115.22594356999113,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
28,False,"{'a': 0.6, 'e': 0.7623427143471035}",30,0,-57.342777400877694,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
29,False,"{'a': 0.6, 'e': 0.7547192872036326}",20,0,-80.76372316279152,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.7471720943315961}",25,0,-169.2240846475724,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
31,False,"{'a': 0.6, 'e': 0.7397003733882802}",20,0,-92.75897274497385,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
32,False,"{'a': 0.6, 'e': 0.7323033696543975}",20,14,-5.997206698579122,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
33,False,"{'a': 0.6, 'e': 0.7249803359578534}",20,0,-73.46626727935585,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
34,False,"{'a': 0.6, 'e': 0.7177305325982749}",20,0,-26.089460925720566,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
35,False,"{'a': 0.6, 'e': 0.7105532272722921}",20,16,8.344445832959634,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.6, 'e': 0.7034476949995692}",20,0,-99.62732384106076,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
37,False,"{'a': 0.6, 'e': 0.6964132180495735}",20,10,-81.81693166529969,"{0: 4, 1: 0, 2: 3, 3: 3, 4: 0}",1
38,False,"{'a': 0.6, 'e': 0.6894490858690777}",20,0,3.618617745964013,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.6, 'e': 0.682554595010387}",25,0,-162.356922288448,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
40,False,"{'a': 0.6, 'e': 0.6757290490602831}",30,9,-104.47698214361908,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 2}",1
41,False,"{'a': 0.6, 'e': 0.6689717585696803}",20,0,6.354982717389676,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
42,False,"{'a': 0.6, 'e': 0.6622820409839835}",20,0,-106.97091727371824,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
43,False,"{'a': 0.6, 'e': 0.6556592205741436}",20,8,-53.15805690182911,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
44,False,"{'a': 0.6, 'e': 0.6491026283684022}",25,3,-137.8963450102467,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 2}",1
45,False,"{'a': 0.6, 'e': 0.6426116020847181}",20,7,-48.744098920515874,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
46,False,"{'a': 0.6, 'e': 0.6361854860638709}",20,3,13.446143539409645,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.6, 'e': 0.6298236312032323}",35,21,-43.81170730100052,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
48,False,"{'a': 0.6, 'e': 0.6235253948912}",20,0,-48.01712917335354,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
49,False,"{'a': 0.6, 'e': 0.617290140942288}",25,17,-69.03726595059045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
50,False,"{'a': 0.6, 'e': 0.611117239532865}",20,6,-40.21731072320449,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
51,False,"{'a': 0.6, 'e': 0.6050060671375364}",20,4,-59.78851607739713,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
52,False,"{'a': 0.6, 'e': 0.598956006466161}",30,13,-34.12151291664178,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5929664464014994}",20,1,-48.36363036234356,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 0}",1
54,False,"{'a': 0.6, 'e': 0.5870367819374844}",25,0,-58.05532967850213,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
55,False,"{'a': 0.6, 'e': 0.5811664141181095}",25,0,-129.14661760246833,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
56,False,"{'a': 0.6, 'e': 0.5753547499769285}",25,4,-51.43404912548048,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
57,False,"{'a': 0.6, 'e': 0.5696012024771592}",20,0,-47.443434963856404,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
58,False,"{'a': 0.6, 'e': 0.5639051904523875}",20,6,1.7554900551419315,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.5582661385478637}",25,6,-4.946395768558953,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
60,False,"{'a': 0.6, 'e': 0.5526834771623851}",25,0,-125.10637525552664,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
61,False,"{'a': 0.6, 'e': 0.5471566423907612}",20,0,-28.407285187833597,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
62,False,"{'a': 0.6, 'e': 0.5416850759668536}",25,16,0.66884625465757,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.6, 'e': 0.536268225207185}",25,0,-65.21844087354869,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.5309055429551132}",30,21,-6.565089022423745,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.6, 'e': 0.525596487525562}",30,6,-10.535208478157436,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.5203405226503064}",20,3,-41.06069192473903,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
67,False,"{'a': 0.6, 'e': 0.5151371174238033}",20,0,-25.238605402301033,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
68,False,"{'a': 0.6, 'e': 0.5099857462495653}",20,0,-79.40345899447878,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
69,False,"{'a': 0.6, 'e': 0.5048858887870696}",20,15,3.273557251163396,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.6, 'e': 0.4998370298991989}",25,0,-3.8689902703090713,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
71,False,"{'a': 0.6, 'e': 0.49483865960020695}",20,0,-48.006484128773124,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
72,False,"{'a': 0.6, 'e': 0.4898902730042049}",25,17,-13.416788291004288,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.6, 'e': 0.48499137027416284}",35,21,11.632943942237828,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.6, 'e': 0.4801414565714212}",30,16,-13.040371250346439,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
75,False,"{'a': 0.6, 'e': 0.47534004200570695}",20,1,1.4536748037968434,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.4705866415856499}",25,0,-42.498266228760876,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.6, 'e': 0.46588077516979337}",25,0,-67.66472001447303,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
78,False,"{'a': 0.6, 'e': 0.46122196741809546}",25,9,-16.67283454944706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.6, 'e': 0.4566097477439145}",20,0,-32.13039073932022,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
80,False,"{'a': 0.6, 'e': 0.45204365026647536}",25,0,-35.774415972831356,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
81,False,"{'a': 0.6, 'e': 0.4475232137638106}",20,0,9.834150478632987,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
82,False,"{'a': 0.6, 'e': 0.4430479816261725}",20,8,-2.605663196840047,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
83,False,"{'a': 0.6, 'e': 0.43861750180991077}",25,0,-53.93209739875066,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
84,False,"{'a': 0.6, 'e': 0.43423132679181164}",20,0,-20.191990396403384,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
85,False,"{'a': 0.6, 'e': 0.4298890135238935}",30,2,1.626205538159859,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.4255901233886546}",20,0,-80.67959748849,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
87,False,"{'a': 0.6, 'e': 0.421334222154768}",20,15,-4.7788499326064136,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.41712087993322033}",20,0,-130.00277853168208,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
89,False,"{'a': 0.6, 'e': 0.41294967113388814}",20,2,-100.07572879484836,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
90,False,"{'a': 0.6, 'e': 0.40882017442254925}",20,15,3.609046729167159,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.6, 'e': 0.4047319726783238}",25,15,9.300022790238948,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.6, 'e': 0.40068465295154054}",30,10,-36.727485687517344,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.3966778064220251}",20,1,14.672284569090882,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.39271102835780486}",20,0,0.427484680569459,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
95,False,"{'a': 0.6, 'e': 0.3887839180742268}",25,0,-65.01241105252201,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
96,False,"{'a': 0.6, 'e': 0.38489607889348454}",30,0,4.825111211621545,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
97,False,"{'a': 0.6, 'e': 0.38104711810454966}",25,6,13.524084321265573,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.37723664692350417}",30,17,22.83557508266456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.37346428045426916}",25,18,13.79449832587618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.36972963764972644}",20,1,-74.88971296631652,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
101,False,"{'a': 0.6, 'e': 0.3660323412732292}",25,8,-74.50920590037596,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
102,False,"{'a': 0.6, 'e': 0.3623720178604969}",25,7,-68.23215439283635,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
103,False,"{'a': 0.6, 'e': 0.3587482976818919}",20,11,6.2835431256955,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.355160814705073}",25,14,-45.605413087802326,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
105,False,"{'a': 0.6, 'e': 0.35160920655802225}",30,17,2.9293694098544476,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.6, 'e': 0.348093114492442}",20,0,-14.685043504809826,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
107,False,"{'a': 0.6, 'e': 0.3446121833475176}",25,7,23.325430939349253,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.6, 'e': 0.34116606151404244}",20,6,0.3497121082072234,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.6, 'e': 0.337754400898902}",20,0,10.664128082806695,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
110,False,"{'a': 0.6, 'e': 0.334376856889913}",30,20,-5.334158033481032,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.33103308832101386}",20,0,-37.19269411621053,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.6, 'e': 0.3277227574378037}",20,15,9.972371929147425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.3244455298634257}",25,7,-59.892532819441556,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 1}",1
114,False,"{'a': 0.6, 'e': 0.3212010745647914}",30,21,18.40657500771389,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.6, 'e': 0.3179890638191435}",20,0,18.193491299163696,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
116,False,"{'a': 0.6, 'e': 0.31480917318095203}",20,8,9.821510089507491,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.6, 'e': 0.3116610814491425}",20,10,12.19645585496611,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.6, 'e': 0.30854447063465107}",20,0,1.4799748960770533,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.3054590259283046}",30,3,17.813399959651658,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.30240443566902153}",25,0,-55.73039335216746,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
121,False,"{'a': 0.6, 'e': 0.2993803913123313}",20,0,-75.18299761171856,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
122,False,"{'a': 0.6, 'e': 0.296386587399208}",30,12,-22.68583993640262,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.2934227215252159}",30,4,-13.5574649042597,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.6, 'e': 0.29048849430996376}",30,0,-44.48176142294103,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.6, 'e': 0.2875836093668641}",20,10,17.494323670825317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.28470777327319546}",20,12,6.446814480209039,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.2818606955404635}",20,0,14.212502473567953,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
128,False,"{'a': 0.6, 'e': 0.27904208858505886}",25,14,-33.66904749313979,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.6, 'e': 0.2762516676992083}",30,22,2.1812207743234167,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.2734891510222162}",30,15,12.238480970606158,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.27075425951199406}",20,5,14.474120813887188,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.6, 'e': 0.2680467169168741}",30,14,25.480479903847414,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.26536624974770534}",20,0,-29.743488550248678,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.6, 'e': 0.2627125872502283}",30,17,-20.002877679431517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.6, 'e': 0.26008546137772603}",25,15,19.5225637747153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.25748460676394874}",25,0,-6.680075328775375,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
137,False,"{'a': 0.6, 'e': 0.2549097606963093}",25,3,32.49373869601791,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.6, 'e': 0.2523606630893462}",25,19,6.0921312017900355,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.6, 'e': 0.2498370564584527}",20,8,5.624531382854219,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.6, 'e': 0.24733868589386818}",20,15,10.177252936263784,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.24486529903492948}",20,0,-3.0574152385904636,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
142,False,"{'a': 0.6, 'e': 0.2424166460445802}",20,3,30.29776437235926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.2399924795841344}",20,7,-19.325536014767998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.6, 'e': 0.23759255478829303}",20,14,8.9450305309048,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.23521662924041012}",20,1,11.343113905525799,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.6, 'e': 0.232864462948006}",30,5,15.477858524997222,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.23053581831852593}",20,9,7.843574559331086,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.22823046013534068}",20,0,-85.8753809951285,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
149,False,"{'a': 0.6, 'e': 0.22594815553398728}",20,2,-37.24074054504204,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
150,False,"{'a': 0.6, 'e': 0.2236886739786474}",35,17,23.78268445659852,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.22145178723886091}",20,5,-3.177696094806848,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.2192372693664723}",30,18,-19.285320318636384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.6, 'e': 0.21704489667280757}",35,25,3.6262460402934993,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.2148744477060795}",20,10,-5.563282438514669,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.2127257032290187}",20,13,11.368593625601727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.21059844619672852}",25,0,6.319560652011106,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
157,False,"{'a': 0.6, 'e': 0.20849246173476124}",30,12,-37.50226030203729,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.6, 'e': 0.2064075371174136}",20,13,13.079476464509657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.2043434617462395}",20,13,13.87717316002268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.2023000271287771}",35,16,8.300842438883878,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.2002770268574893}",30,12,31.8938224141912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.19827425658891443}",25,15,16.249355603427833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.6, 'e': 0.19629151402302528}",25,18,-0.569170771061625,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.19432859888279502}",30,0,18.220265022597168,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.19238531289396707}",20,8,9.132916619662954,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.1904614597650274}",20,12,0.8162947764336788,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 0.1885568451673771}",30,20,9.029347943226487,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.18667127671570335}",25,8,18.12094511294672,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.1848045639485463}",25,10,27.77849971785846,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 0.18295651830906084}",20,13,13.624506811416323,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.6, 'e': 0.18112695312597024}",20,0,30.613360820550074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.6, 'e': 0.17931568359471053}",20,6,25.489836048346607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.17752252675876343}",25,0,32.12216647997969,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.6, 'e': 0.1757473014911758}",30,18,18.423449230833956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 0.173989828476264}",20,0,11.597172115858184,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
176,False,"{'a': 0.6, 'e': 0.1722499301915014}",25,0,-17.346764788879913,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
177,False,"{'a': 0.6, 'e': 0.17052743088958636}",20,10,5.8242233991937855,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.1688221565806905}",25,9,-37.9144894772972,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
179,False,"{'a': 0.6, 'e': 0.1671339350148836}",25,20,10.233034294785064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.16546259566473476}",20,12,14.924920949425294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.16380796970808742}",20,12,1.2494652314365853,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 0.16216989001100654}",30,12,-4.6589329708526455,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.16054819111089647}",30,14,15.822108797920686,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.1589427091997875}",20,5,21.630535238848264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 0.15735328210778962}",30,0,23.908558483977004,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
