trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
189,True,"{'a': 0, 'e': 0}",20,0,28.701990074411036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,True,"{'a': 0, 'e': 0}",20,6,25.281258826347166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'a': 0, 'e': 0}",25,17,13.56190255720628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'a': 0, 'e': 0}",25,20,9.732646988232592,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0, 'e': 0}",20,8,20.55231322854167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0, 'e': 0}",20,12,14.309558300131577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0, 'e': 0}",25,16,17.950533882808237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0, 'e': 0}",25,3,38.746460800856994,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'a': 0, 'e': 0}",20,14,11.560718194601675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'a': 0, 'e': 0}",30,18,21.408622073301665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'a': 0, 'e': 0}",20,11,14.706197965532418,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'a': 0, 'e': 0}",20,9,21.947508476919616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
